tweet,class,clean_tweet
@Ole_Boy @m10eezy yes I'm white washed because I don't go around repping my hood and saying a bunch of ignorant nig terms.,0,oleboy m10eezy yes im white washed dont go around repping hood saying bunch ignorant nig terms
RT @hoez4sale: Lmao they all trash before &amp; after &#128530;&#128557;,2,rt hoez4sale lmao trash amp 128530128557
"RT @SMACKHighAZ: ""Seton Catholic where their own students talk trash about how low of a division there football team is in.""",2,rt smackhighaz seton catholic students talk trash low division football team
Uncle Tom ass muhfuckas.,1,uncle tom ass muhfuckas
RT @thereal_EMandM: Yankee Doodle had a farm. Cotton farm,2,rt therealemandm yankee doodle farm cotton farm
"Instead of calling each other hoes, girls should be supporting each other. Idk that's just me though.",1,instead calling hoes girls supporting idk thats though
"@noah_55 also you can only refer to a girl as ""bitch"" if she has sucked your D #BetDat",1,noah55 also refer girl bitch sucked betdat
dear spoiled suburban bitch...,1,dear spoiled suburban bitch
ATTENTION! Leggings ain't for everybody. Especially you hippo looking hoes!,1,attention leggings aint everybody especially hippo looking hoes
"RT @daraobriain: Tommy Voeckler keeps the yellow, Andy Schleck does the break of the tour, and Contador is broken. Incredible day for #tdf",2,rt daraobriain tommy voeckler keeps yellow andy schleck break tour contador broken incredible day tdf
RT @ItsJordyyyn: The reason high school is so fucking hard is because ned never made a guide for anything past 8th grade. You feel me? Fuck&#8230;,1,rt itsjordyyyn reason high school fucking hard ned never made guide anything past 8th grade feel fuck8230
RT @_RiveraJustin: It's unattractive when girls act ghetto,2,rt riverajustin unattractive girls act ghetto
#BestSongToHaveSexTo bitches love sosa #bangbang,1,bestsongtohavesexto bitches love sosa bangbang
These hoes ain't loyallll,1,hoes aint loyallll
@Niyas_Destani burnt tho .. Jus like a nicca &#128514;&#128514;,1,niyasdestani burnt tho jus like nicca 128514128514
"RT @TheDouch3: Most overused hoe excuses
1. It's just lyrics
2. My friends party so I party 
3. Men do it too
4. And vice versa
5. I was yo&#8230;",1,rt thedouch3 overused hoe excuses 1 lyrics 2 friends party party 3 men 4 vice versa 5 yo8230
"Call a hoe a hoe, and a rat a rat",1,call hoe hoe rat rat
RT @Naezus: I remember playing the Halo 4 episodes with @The_Paradox. The pussy finished all chapters without me. Fuck him.,1,rt naezus remember playing halo 4 episodes theparadox pussy finished chapters without fuck
"This hoe straight up disappeared on me, like where did you go ?",1,hoe straight disappeared like go
@chanelisabeth cuz ur a bird bitch,1,chanelisabeth cuz ur bird bitch
RT @KyleLewsader: @TreVaughnLG retweets the most random shit just cause a bad bitch tweeted it &#128514;,1,rt kylelewsader trevaughnlg retweets random shit cause bad bitch tweeted 128514
RT @DFcuknAwesum: Kirk ain't nothing but a bitch #Love&amp;HipHop,1,rt dfcuknawesum kirk aint nothing bitch loveamphiphop
RT @BuckeyeWearing: I want some popcorn hoes bol,1,rt buckeyewearing want popcorn hoes bol
Cheer up Charlie.,2,cheer charlie
Alex Smith such a got damn bitch man,1,alex smith got damn bitch man
"ofcourse when someone asks what else to eat, jackass over here goes ""brownies"" BIG surprise here... #dingbat",1,ofcourse someone asks else eat jackass goes brownies big surprise dingbat
"I'm going to the movies this weekend, by myself. No BFFL, no bitch, no nigga, just me... #Solo",1,im going movies weekend bffl bitch nigga solo
RT @the_ironsheik: My #tbt I learn the English from that jabroni big bird but I break his fucking neck http://t.co/vDpIq8Zuxo http://t.co/4&#8230;,1,rt theironsheik tbt learn english jabroni big bird break fucking neck
"RT @buckupside: What kind of world do we live in, where bitches are getting surgery to make their butts BIGGER!? Since when do women want a&#8230;",1,rt buckupside kind world live bitches getting surgery make butts bigger since women want a8230
RT @versaceezy: if we date u don't even gotta worry bout me talking to other hoes cus I ain't got any,1,rt versaceezy date u dont even gotta worry bout talking hoes cus aint got
RT @_missvain: Lmfaooooo &gt;RT @sirTurn3r: Lmaoo Thats what u got from this? RT @waddupivy: Dougie be yamming the coon all that beat boxing &#128553;,0,rt missvain lmfaooooo gtrt sirturn3r lmaoo thats u got rt waddupivy dougie yamming coon beat boxing 128553
I got no respect for hoe shit,1,got respect hoe shit
RT @WORIDSTARHlPHOP: bruh he threw that bitch https://t.co/rIsBmdzY26,1,rt woridstarhlphop bruh threw bitch
Ewh bitch you look like an inbred.,1,ewh bitch look like inbred
I don't kick it with fuck nights and bitches,1,dont kick fuck nights bitches
shitting on these crusty hoes http://t.co/1oOHx1y6Xt,1,shitting crusty hoes
@Maxwell_Larsen good bitch &#128527;,1,maxwelllarsen good bitch 128527
"Finally running the game and everybody trippin now, but Ion give a fuck I got their bitches drippin now.",1,finally running game everybody trippin ion give fuck got bitches drippin
RT @Ketamine_Stalin: IF A SINGLE WASP COULD READ THESE #WaspFacts TWEETS THERE COULD BE A PEACE TREATY BETWEEN WASPS AND MAN BUT WASPS ARE &#8230;,2,rt ketaminestalin single wasp could read waspfacts tweets could peace treaty wasps man wasps 8230
@ISmashedYoGurl @Jonathan_Scott_ ahhh stupid bitch!,1,ismashedyogurl jonathanscott ahhh stupid bitch
&#128514;&#128514; maaaaannnn i hope so! RT @ABrown252: @VonshayeB did we get rid of John Legend looking Charlie Batch?,2,128514128514 maaaaannnn hope rt abrown252 vonshayeb get rid john legend looking charlie batch
i like chillin' with yo bitch I like fuckin' her,1,like chillin yo bitch like fuckin
There's not enough day in the hours to cheat on her if she's sucking your dick right. Too drained to look for other mouth and pussy,1,theres enough day hours cheat shes sucking dick right drained look mouth pussy
RT @sorryimalex: idkmadz tbh I've seen you in recess at the monkey bars but I was too busy getting beat up lol ! we should talk more! rate &#8230;,1,rt sorryimalex idkmadz tbh ive seen recess monkey bars busy getting beat lol talk rate 8230
Finna favorite my last tweet so niccas will kno I been knew wassup,1,finna favorite last tweet niccas kno knew wassup
This kid looks like a retard when he tries hiding his phone... so obvious,0,kid looks like retard tries hiding phone obvious
"@WolfgangAbedeus Your bitch called, she was missing this dick",1,wolfgangabedeus bitch called missing dick
"RT @JuuMane: I walks in Country Kitchen Restaurant to order take out, this bitch come ask me ""Table For One?"" -____- I look that lonely???",1,rt juumane walks country kitchen restaurant order take bitch come ask table one look lonely
RT @imnussie: I kno u wanna roll w/ a bitch like me!,1,rt imnussie kno u wanna roll w bitch like
This 103 weather is a bitch,1,103 weather bitch
I b tryna remind these bitches ... I knew u b4 dis social network fame,1,b tryna remind bitches knew u b4 dis social network fame
Face only yo bitch could love http://t.co/OckXAYthAK,1,face yo bitch could love
RT @im_jessicaaaaa: @joytooawesome @vintage_monroe_ eat my pussy&#128539;&#128570;&#128166;&#128166;,1,rt imjessicaaaaa joytooawesome vintagemonroe eat pussy128539128570128166128166
Catch me on the episode of Vampire Diaries tomorrow night. I bitch slap @KatGraham,1,catch episode vampire diaries tomorrow night bitch slap katgraham
@_BeverlyNoHills bitch... So they can't hold a real nigga down fa long.. &#128546;&#128546;&#128546; bruh ask mama to pay this ticket fa me!!!!!,1,beverlynohills bitch cant hold real nigga fa long 128546128546128546 bruh ask mama pay ticket fa
Chuck E Cheese isn't the same as when I was a kid. Chuck a skinny bitch &amp; they took away the ball pit. Man wtf,1,chuck e cheese isnt kid chuck skinny bitch amp took away ball pit man wtf
"Why do some scandalous niggas and hoes hate on a happy relationship? Just let them be happy together, fuck",1,scandalous niggas hoes hate happy relationship let happy together fuck
"All these hoes fuckin..... Be Careful! Just cos she look good, don't mean she's good for you!",1,hoes fuckin careful cos look good dont mean shes good
You can be a hoe in love,1,hoe love
"""@CASHandBOOBIES: I been kidnapped yo bitch""",1,cashandboobies kidnapped yo bitch
"@Ken_GTH nahh , whatever you are spook or spic, I still don't like you . Good day",0,kength nahh whatever spook spic still dont like good day
RT @kingsleyyy: That look after you just put a bitch in their place http://t.co/GPND50I5Of,1,rt kingsleyyy look put bitch place
hoe w the chanel backpack...... please.....,1,hoe w chanel backpack please
Gillette is for pussies,1,gillette pussies
RT @TRAPLORDHOE: When your main bitch friends see you at a party ... http://t.co/DW7Fu9l9Y2,1,rt traplordhoe main bitch friends see party
RT @koleworld4: but i don't fck with broke bitches &#128524;,1,rt koleworld4 dont fck broke bitches 128524
@JawShoeeAhhh @jehnayy no bitch lol,1,jawshoeeahhh jehnayy bitch lol
My aunt said I'm handsome fuck you hoes,1,aunt said im handsome fuck hoes
Is this napK bitch retarded or stupid wtf would you request me didn't she read my bio it's pretty&#8230; http://t.co/ReqHlHHml4,1,napk bitch retarded stupid wtf would request didnt read bio pretty8230
Basic bitch no chill &#128514;,1,basic bitch chill 128514
"RT @PrincexFbgm: Lonely twitter bitches be like 

#relationshipgoals &gt;&gt;&gt;&gt;&gt; http://t.co/9z9PxVnf89",1,rt princexfbgm lonely twitter bitches like relationshipgoals gtgtgtgtgt
"RT @sofpizzie_: i hate a bitch that think she the shit, bitch you basic as the fuck&#128564;&#128564;",1,rt sofpizzie hate bitch think shit bitch basic fuck128564128564
"RT @ThePrincePerez: Messi's like ""I'm back bitches &#128527;&#128076;"" lmao &#128514;&#128514;&#128514;",1,rt theprinceperez messis like im back bitches 128527128076 lmao 128514128514128514
"RT @DogeTheDog: Wow
 Such banana
 So potassium 
 Much yellow http://t.co/xINHDwyTqS",2,rt dogethedog wow banana potassium much yellow
RT @HoeFact: Don't trust these hoes http://t.co/03SoHP4P41,1,rt hoefact dont trust hoes
Niggaz retweet bitch ass niggaz but won't retweet a real nigga,1,niggaz retweet bitch ass niggaz wont retweet real nigga
You could be viewing the future through rose-colored glasses t... More for Libra http://t.co/UOoN09K1Dq,2,could viewing future rosecolored glasses libra
RT @VersaceTweetGod: Leotard not leopard. Zeeti hoes dumb. &#8220;@JennnVeee: &#8220;@DJZeeti: twitpic a selfie wearing a leotard&#8221; http://t.co/8fQP7fpb&#8230;,1,rt versacetweetgod leotard leopard zeeti hoes dumb 8220jennnveee 8220djzeeti twitpic selfie wearing leotard8221
"When my friends are roastin my other friends and idk who to roast I'm just like wait ""who are your true nigs""&#128527;always da clan&#128111;&#128109;&#128129;",1,friends roastin friends idk roast im like wait true nigs128527always da clan128111128109128129
"@antiamnesty @AppSame @WhiteHouse 
I agree 100%. No naturalized citizenship, no anchor baby amnesty. All go to parents country of origin.",2,antiamnesty appsame whitehouse agree 100 naturalized citizenship anchor baby amnesty go parents country origin
RT @Quis_2TurntUp: &#8220;@1017_Sqquad: Iont got no type&#8221;bad bitches is the only thing that I like &#128111;&#128131;&#128131;,1,rt quis2turntup 82201017sqquad iont got type8221bad bitches thing like 128111128131128131
RT @lildurk_: Dese hoes be actin up,1,rt lildurk dese hoes actin
Cavs trash too,2,cavs trash
Stupid lil bitch !! Really think I'm trippen &#128514;&#128514; You outttta pocket with this pimpinnn,1,stupid lil bitch really think im trippen 128514128514 outttta pocket pimpinnn
RT @IHaveSex_Alot: I don't luv deez hoes at all..&#128076;,1,rt ihavesexalot dont luv deez hoes all128076
I hate a nosey bitch like mind yah business,1,hate nosey bitch like mind yah business
RT @NorrisDaGod: I have no hoes &#128581;,1,rt norrisdagod hoes 128581
@ILIKECATS74 @yoPapi_chulo @sizzurp__ @brandonernandez @bootyacid you do realize ya pussy stank right?,1,ilikecats74 yopapichulo sizzurp brandonernandez bootyacid realize ya pussy stank right
@b0ssladyre lmao they know who the kitty master is !!!! Don't hate bitch,1,b0ssladyre lmao know kitty master dont hate bitch
"RT @macktology101: Niggas got a girl, why the fuck you asking girls to text you...hoes man hoes",1,rt macktology101 niggas got girl fuck asking girls text youhoes man hoes
People hate on da rig life but I love my baby more then a pussy ass nigguh,1,people hate da rig life love baby pussy ass nigguh
@JunDishes amen little mama. y does this old southern country bitch like you so much I don't know. but I do!,1,jundishes amen little mama old southern country bitch like much dont know
RT @AC_Hussle: When yall having a good day &amp; she brings up a bitch from Twitter http://t.co/LQVLDxOwsH,1,rt achussle yall good day amp brings bitch twitter
gotta clear ya throat of all that pussy eh... RT @johnlacarbiere: My voice is the deepest in the morning,1,gotta clear ya throat pussy eh rt johnlacarbiere voice deepest morning
"@1Corinthians126 #BlessJesus Yes,#Felt..and touched the soles of the humanity with stains and impressions that only leaves its reflections.",2,1corinthians126 blessjesus yesfeltand touched soles humanity stains impressions leaves reflections
